uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
19925,KY-kei JC Kuuki-chan,"On the first day as a transfer student, Betao comes to meet one girl. Her name is... Kuuki Yominashi! (Her initials ""KY"" mean ""being unable to read the situation/mood."") When Betao with glasses and Kuuki with skippers meet with each other, the gears of fate starts to spin. 
 
The contemporary story, intersecting lives; a story of duty, human nature and friendship. 
 
Let's begin the story of a KY-style high school girl Kuuki-chan! 
 
(Source: AnimeBancho)","['Comedy', 'School']","Aug 5, 2013 to Sep 9, 2013",6.0,556,10770,9724.0,5.5600000000000005,https://cdn.myanimelist.net/images/anime/5/53135.jpg,https://myanimelist.net/anime/19925/KY-kei_JC_Kuuki-chan
17141,Kara The Animation,"The fictional stories will feature each of the members in a different career: Gyuri as a police officer, Seungyeon as an astronaut, Nicole as a passenger boat captain, Hara as security police for the Monaco royal family and Jiyoung as a sexy and spirited firefighter.  
 
(Source: ANN)",['Action'],"Mar 1, 2013",5.0,847,9864,9722.0,5.5600000000000005,https://cdn.myanimelist.net/images/anime/11/75134.jpg,https://myanimelist.net/anime/17141/Kara_The_Animation
24321,Hoka Hoka Oden no Uta,Music video about Japanese oden.,['Music'],"Dec 10, 2012",1.0,706,10236,9780.0,5.54,https://cdn.myanimelist.net/images/anime/9/62885.jpg,https://myanimelist.net/anime/24321/Hoka_Hoka_Oden_no_Uta
36297,Hachigatsu no Cinderella Nine,"The opening animation PV for  Hachigatsu no Cinderella Nine , a mobile game app where you train/raise a group of high school girls to become baseball athletes so that they can make it to Koshien. The game was launched the following month for both iOS and Android.","['Music', 'Sports']","Jul 31, 2016",1.0,947,9648,9779.0,5.54,https://cdn.myanimelist.net/images/anime/11/87686.jpg,https://myanimelist.net/anime/36297/Hachigatsu_no_Cinderella_Nine
35964,Basilisk: Ouka Ninpouchou,"It has been 10 years since the war between the Iga and Kouga ninja clans came to an end. The two groups have since made peace, supposedly dispelling the animosity that once existed between them. Hachirou Kouga and Hibiki Iga, the successors of their respective bloodlines, seem to have the perfect conditions for their love to bloom, but not everyone is satisfied with the results of the age-old battle. 
 
Different tales of the final showdown between Gennosuke Kouga and Oboro Iga have spread, leaving Tadanaga Tokugawa—whom the Kouga represented—dissatisfied. As tension between the two clans rises once again, the brewing political climate threatens to keep the two fated lovers apart, just as it had in the previous generation.  
 
[Written by MAL Rewrite]","['Action', 'Drama', 'Historical', 'Martial Arts']","Jan 9, 2018 to Jun 19, 2018",24.0,25171,2837,9830.0,5.52,https://cdn.myanimelist.net/images/anime/2/88384.jpg,https://myanimelist.net/anime/35964/Basilisk__Ouka_Ninpouchou
26015,Backkom: Jung-gug Gijeogwi,A Backkom commercial featuring him trying to take a photograph in front of a Manneken Pis but keeps getting wet. So he puts a BaKen brand Chinese diaper on the statue when then prevents the statue from leaking onto him thus allowing a him to take the photograph.,"['Comedy', 'Kids']",2013,1.0,312,12038,9829.0,5.52,https://cdn.myanimelist.net/images/anime/9/65803.jpg,https://myanimelist.net/anime/26015/Backkom__Jung-gug_Gijeogwi
32886,Anitore! EX: Jigoku no Training,Special episodes bundled with Blu-ray volume of  Anitore! EX .,['Sports'],"Feb 26, 2016",5.0,2374,7547,9828.0,5.52,https://cdn.myanimelist.net/images/anime/5/78856.jpg,https://myanimelist.net/anime/32886/Anitore_EX__Jigoku_no_Training
24437,World Fool News,"Takahashi is transferred to a main anchor of a news program, which is known for being a little...weird. This is a comedy about somewhat ridiculous happenings occurring at a broadcasting station. 
 
(Source: YouTube)","['Comedy', 'Slice of Life']","Apr 1, 2013 to May 6, 2013",6.0,606,10584,9827.0,5.53,https://cdn.myanimelist.net/images/anime/6/63067.jpg,https://myanimelist.net/anime/24437/World_Fool_News
15977,Winner,"In an athletic meet, an awkward boy tries his best to excel in a field he is not good at. He realizes that what is important is not winning or losing. It is  refusing to be discouraged or running away from a challenge no matter how many times he fails. ","['Music', 'Sports', 'Kids', 'School']","Oct 1, 2007",1.0,208,13280,9825.0,5.53,https://cdn.myanimelist.net/images/anime/7/43131.jpg,https://myanimelist.net/anime/15977/Winner
36574,Weaving,A bejeweled spider weaves a bejeweled web.,['Fantasy'],"Aug 15, 2017",1.0,176,13825,9824.0,5.53,https://cdn.myanimelist.net/images/anime/2/88393.jpg,https://myanimelist.net/anime/36574/Weaving
36638,Tenkyuu no Arculs,"The animated opening for Square Enix's  Tenkyuu no Arculs  RPG mobile game which launched for Android and iOS on July 21, 2016. The game had a short lived run and was terminated on January 11, 2017.","['Fantasy', 'Game']","Jun 16, 2016",1.0,144,14467,9822.0,5.53,https://cdn.myanimelist.net/images/anime/9/88534.jpg,https://myanimelist.net/anime/36638/Tenkyuu_no_Arculs
10511,Toyama Kankou Anime Project,"The Toyama Kankou Anime Project is a visualization of the three most popular tourist spots of the Toyama prefecture: Tateyama Kurobu Alpine Route; firefly squid from the mysterious ocean of the Toyama Bay; Gokayama known for its architectural world heritage Gasshouzukuri.  
 
The animation is done by PA Works, which is located in Toyama-ken Nanto-shi, and the flash is done by The BERICH, which is a unit that resides in Toyama-ken Uozu-shi.  
 
Along with a high-definition commentary video of these attractions, this project aims to broadcast the stunning nature of the Toyama prefecture to the world.","['Slice of Life', 'Historical']","Jun 17, 2009 to Jun 25, 2009",6.0,865,9831,9823.0,5.53,https://cdn.myanimelist.net/images/anime/2/28909.jpg,https://myanimelist.net/anime/10511/Toyama_Kankou_Anime_Project
32146,Peeping Life: TV Asahi Josei Announcer Collab,"In honor of Peeping Life's broadcast on TV Asahi, a special episode was made featuring Otaku-kun and a female announcer from the TV station.","['Comedy', 'Slice of Life']","Aug 19, 2011",1.0,228,12982,9819.0,5.53,https://cdn.myanimelist.net/images/anime/3/77235.jpg,https://myanimelist.net/anime/32146/Peeping_Life__TV_Asahi_Josei_Announcer_Collab
37915,Uchuu no Hou: Reimei-hen,"University students, Ray, Anna, Tyler, Halle, and Eisuke are enjoying college life and pursuing their dreams, but in reality, They have a secret mission, to fight against invading Reptilians from outer space. One day, Ray travels back in time to 330 million years ago on Earth, to find his missing friend Tyler who has fallen into a trap set by the evil alien, Dahar. During that time, Alpha, the God of the Earth, was planning to create a new civilization on Earth and invited Queen Zamza and her fellow Reptilian from the planet Zeta, to Earth. 
 
What is the intention of Dahar? What will happen to Ray and Tyler? 
 
And what is “the plan of the God of the Earth""? 
 
(Source: Eleven Arts)","['Sci-Fi', 'Space']","Oct 12, 2018",1.0,1177,9189,9880.0,5.51,https://cdn.myanimelist.net/images/anime/1446/93438.jpg,https://myanimelist.net/anime/37915/Uchuu_no_Hou__Reimei-hen
13479,Uchuu Kyoudai: Apo's Dream,"Included on a DVD within the limited edition of the manga's volume 17.  
 
Apo, the pet dog from the manga, will star in the anime.","['Comedy', 'Sci-Fi', 'Space']","Mar 23, 2012",1.0,3103,6940,9879.0,5.51,https://cdn.myanimelist.net/images/anime/4/37631.jpg,https://myanimelist.net/anime/13479/Uchuu_Kyoudai__Apos_Dream
17849,Sparrow's Hotel,"The comedy revolves around Sayuri Satou, the new front desk worker at the Sparrow's Hotel—""the closest hotel to Heaven"". Her special features are her large breasts and her skills of assassination. She takes down people who cause trouble in the business hotel with those skills, but she is in fact very unskilled when talking to the male hotel manager, and often bites her tongue. 
 
(Source: ANN)",['Comedy'],"Apr 9, 2013 to Jun 25, 2013",12.0,8337,4673,9878.0,5.51,https://cdn.myanimelist.net/images/anime/3/50223.jpg,https://myanimelist.net/anime/17849/Sparrows_Hotel
32781,Refrain,"A music video for Nabowa's song ""Refrain"".",['Music'],"Mar 3, 2009",1.0,225,12995,9876.0,5.51,https://cdn.myanimelist.net/images/anime/3/78616.jpg,https://myanimelist.net/anime/32781/Refrain
23177,Piano (TV) Specials,"Episodes 4.5, 6.5, 8.5 and 10.5 from the DVD release, in which Miu thinks about the events from the previous episode.","['Music', 'Slice of Life', 'Drama', 'Romance', 'Shoujo']","Jan 24, 2003 to Apr 25, 2003",4.0,451,11225,9874.0,5.51,https://cdn.myanimelist.net/images/anime/4/60007.jpg,https://myanimelist.net/anime/23177/Piano_TV_Specials
29669,Ten,Independent animation by Suzuki Shiniichi (鈴木伸一).,['Dementia'],1971,1.0,182,13714,9930.0,5.49,https://cdn.myanimelist.net/images/anime/8/71327.jpg,https://myanimelist.net/anime/29669/Ten
1338,Shin Megami Tensei: Tokyo Mokushiroku,"Handsome and effeminate, quiet but proud, the sinister Akito Kobayashi has a passion for the occult and has developed a computer program to summon demons and the living dead. But little does he know that fellow high school students Kojirou Souma and Saki Yagami are reincarnations of powerful and benevolent spirits. When the pair's friends have become targeted by demons trying to harvest their life energies, they must harness their dark metaphysical powers to destroy Kobayashi's threatening program, or risk losing their loved ones forever. 
 
[Written by MAL Rewrite]","['Action', 'Sci-Fi', 'Horror', 'Demons', 'Supernatural']","Apr 21, 1995 to Jun 21, 1995",2.0,4626,5924,9928.0,5.49,https://cdn.myanimelist.net/images/anime/6/22243.jpg,https://myanimelist.net/anime/1338/Shin_Megami_Tensei__Tokyo_Mokushiroku
35391,Saru Kani Gassen (1927),A Yasuji Murata version of the classic Japanese story  Saru Kani Gassen .,['Drama'],"May, 1927",1.0,309,12117,9927.0,5.49,https://cdn.myanimelist.net/images/anime/9/85243.jpg,https://myanimelist.net/anime/35391/Saru_Kani_Gassen_1927
1820,Power Dolls,"In 2535 A.D., after decades of oppressive policies instituted by the Terran government, the people of the colony world Omni joined together to declare their independence from the tyranny of planet Earth. Lacking an established military or specialized weapons of warfare, the Omni rebellion seemed doomed to failure. However, by adapting the robotic Power Loaders used for unloading spaceships into man-like battle tanks, the Rebel forces instead introduced a whole new era of mechanized combat. Now, the future of the planet Omni rests upon a handful of young female pilots who serve in the special Detachment of Limited Line Service. Their code name: The Power Dolls! 
 
(Source: AniDB)","['Action', 'Adventure', 'Mecha', 'Sci-Fi']","Mar 1, 1996 to Mar 1, 1998",2.0,1476,8667,9926.0,5.49,https://cdn.myanimelist.net/images/anime/7/24850.jpg,https://myanimelist.net/anime/1820/Power_Dolls
37356,Outsider:Requiem,Official music video for the song  Outsider:Requiem  by the fictional band  Irodorimidori . It is the 23rd song in the franchise and focuses on Naru Hakobe. ,['Music'],"Jan 23, 2018",1.0,444,11266,9925.0,5.49,https://cdn.myanimelist.net/images/anime/1873/90686.jpg,https://myanimelist.net/anime/37356/Outsider_Requiem
2591,Samurai Spirits: Haten Gouma no Shou,"One hundred years after their deaths, six legendary holy warriors are reborn to seek justice against the former comrade who betrayed them into the hands of an evil god! The six warriors search the feudal province of Edo questing for the last Saint Soldier, Haohmaru, and their sworn nemesis Shirou Amakusa. Will the followers of the divine light triumph over the forces of darkness, or is history destined to repeat itself? Before their hundred-year journey has ended, six samurai will prove that the only thing stronger than their holy blades is the steel of their wills! 
 
(Source: AniDB)","['Adventure', 'Historical', 'Samurai', 'Shounen']","Sep 18, 1994",1.0,2748,7190,9980.0,5.47,https://cdn.myanimelist.net/images/anime/6/49963.jpg,https://myanimelist.net/anime/2591/Samurai_Spirits__Haten_Gouma_no_Shou
29393,Pinky Monkey no Umareta Hi,"Produced by Kenji Eno, commissioned by Frente International, this short shows the birth of Pinky.",['Adventure'],"Apr 30, 2006",1.0,166,14015,9979.0,5.47,https://cdn.myanimelist.net/images/anime/2/70663.jpg,https://myanimelist.net/anime/29393/Pinky_Monkey_no_Umareta_Hi
16371,Peeping Life: The Perfect Emotion,"A sequel to Peeping Life comedy anthology, The Perfect Emotion features 10 new animated versions of improvised comedy sketches.","['Slice of Life', 'Comedy']","Apr 16, 2010",10.0,546,10811,9978.0,5.47,https://cdn.myanimelist.net/images/anime/13/44185.jpg,https://myanimelist.net/anime/16371/Peeping_Life__The_Perfect_Emotion
38500,New Yoku feat. Chan-Mika,"Official music video for Evisbeats' song  New Yoku  featuring Chan-Mika. The song was included on their ""Musuhi"" album.",['Music'],"May 21, 2018",1.0,96,15442,9977.0,5.47,https://cdn.myanimelist.net/images/anime/1287/95525.jpg,https://myanimelist.net/anime/38500/New_Yoku_feat_Chan-Mika
33723,Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama,"Urara, Hanabi, and Inaho are three girls who aim to become nationally-renowned characters by creating animation of themselves! They chose the magical girl theme to catch the attention of everyone from children to adults! Can they safely become popular characters in a one-cours magical girl anime? 
 
(Source: MAL News)","['Comedy', 'Magic']","Jul 1, 2016 to Sep 16, 2016",12.0,447,11241,9976.0,5.47,https://cdn.myanimelist.net/images/anime/8/81105.jpg,https://myanimelist.net/anime/33723/Mahou_Shoujo_Naria%E2%98%86Girls_Nama_de_Anime_wo_Tsukuru_Sama
